logz logzerr logvol nlive logl logwt
-8.518698823892771543e+03 4.704360402569329302e+00 -2.400000000000001577e-01 4.000000000000000000e+02 -8.456654022882701611e+03 -8.462886737169392291e+03
-8.462886737169392291e+03 3.149672510625396527e+01 -2.425000000000001599e-01 4.000000000000000000e+02 -8.400109883439132318e+03 -8.406345097725823507e+03
-8.406345097725823507e+03 4.319467560802525696e+01 -2.450000000000001621e-01 4.000000000000000000e+02 -8.390234747573167624e+03 -8.396472461859859322e+03
-8.396472410294561996e+03 2.375817634902549713e+01 -2.475000000000001643e-01 4.000000000000000000e+02 -8.376840025485271326e+03 -8.383080239771963534e+03
-8.383080238244911015e+03 2.137479121104186319e+01 -2.500000000000001665e-01 4.000000000000000000e+02 -8.336135148045630558e+03 -8.342377862332321456e+03
-8.342377862332321456e+03 3.530938944436033466e+01 -2.525000000000001688e-01 4.000000000000000000e+02 -8.265560963484937020e+03 -8.271806177771628427e+03
-8.271806177771628427e+03 4.173973361778325142e+01 -2.550000000000001710e-01 4.000000000000000000e+02 -8.224608439363240905e+03 -8.230856153649932821e+03
-8.230856153649932821e+03 3.044680200288771488e+01 -2.575000000000001732e-01 4.000000000000000000e+02 -8.195584100075782771e+03 -8.201834314362473378e+03
-8.201834314362473378e+03 1.417280826905530233e+01 -2.600000000000001754e-01 4.000000000000000000e+02 -8.147074583036421245e+03 -8.153327297323112361e+03
-8.153327297323112361e+03 2.737895585445695090e+01 -2.625000000000001776e-01 4.000000000000000000e+02 -8.139637168429234407e+03 -8.145892382715926033e+03
-8.145891792610692391e+03 2.063027994618569139e+01 -2.650000000000001799e-01 4.000000000000000000e+02 -8.135798339214637963e+03 -8.142056053501329188e+03
-8.142034697787933510e+03 1.678375871143146725e+01 -2.675000000000001821e-01 4.000000000000000000e+02 -8.119488918704009848e+03 -8.125749132990701582e+03
-8.125749132906121304e+03 8.282643035918484387e+00 -2.700000000000001843e-01 4.000000000000000000e+02 -8.097743303847353673e+03 -8.104006018134045007e+03
-8.104006018133683938e+03 1.598253525325882585e+01 -2.725000000000001865e-01 4.000000000000000000e+02 -8.078886188773301910e+03 -8.085151403059992845e+03
-8.085151403053513604e+03 1.842049072820672606e+01 -2.750000000000001887e-01 4.000000000000000000e+02 -8.070650484850330940e+03 -8.076918199137022384e+03
-8.076917933488572999e+03 1.821814584790891445e+01 -2.775000000000001910e-01 4.000000000000000000e+02 -8.066724192444540677e+03 -8.072994406731231720e+03
-8.072974828400397200e+03 1.940371174889700612e+01 -2.800000000000001932e-01 4.000000000000000000e+02 -8.065572593127209075e+03 -8.071845307413900628e+03
-8.071565263414316178e+03 4.244960805351440492e+00 -2.825000000000001954e-01 4.000000000000000000e+02 -8.061593574986558451e+03 -8.067868789273249604e+03
-8.067844281212326678e+03 3.570352835783510148e+00 -2.850000000000001976e-01 4.000000000000000000e+02 -8.053968214818318302e+03 -8.060245929105009964e+03
-8.060245427953803301e+03 5.439684697149203885e+00 -2.875000000000001998e-01 4.000000000000000000e+02 -8.022785222117549893e+03 -8.029065436404241154e+03
-8.029065436404241154e+03 1.140300645449920580e+01 -2.900000000000002021e-01 4.000000000000000000e+02 -7.915003772998976274e+03 -7.921286487285667135e+03
-7.921286487285667135e+03 5.481668305192034296e+01 -2.925000000000002043e-01 4.000000000000000000e+02 -7.821657119747514116e+03 -7.827942334034205487e+03
-7.827942334034205487e+03 4.410431263849167749e+01 -2.950000000000002065e-01 4.000000000000000000e+02 -7.807708397774396872e+03 -7.813996112061087842e+03
-7.813996111183617359e+03 2.921544070693358108e+01 -2.975000000000002087e-01 4.000000000000000000e+02 -7.795872139727171998e+03 -7.802162354013863478e+03
-7.802162346758435888e+03 3.249307432357321801e+01 -3.000000000000002109e-01 4.000000000000000000e+02 -7.794279026128315309e+03 -7.800571740415006389e+03
-7.800386255533256190e+03 4.986959790619792443e+00 -3.025000000000002132e-01 4.000000000000000000e+02 -7.790438477240665634e+03 -7.796733691527357223e+03
-7.796708097299166184e+03 2.130079551180710240e+00 -3.050000000000002154e-01 4.000000000000000000e+02 -7.787651256675757395e+03 -7.793948970962448584e+03
-7.793887549398777992e+03 2.056660484399837063e+00 -3.075000000000002176e-01 4.000000000000000000e+02 -7.775713312689108534e+03 -7.782013526975800232e+03
-7.782013520006710678e+03 5.501555253400272072e+00 -3.100000000000002198e-01 4.000000000000000000e+02 -7.762512254007900992e+03 -7.768814968294592290e+03
-7.768814966441310389e+03 9.543851205577670527e+00 -3.125000000000002220e-01 4.000000000000000000e+02 -7.734123129303438873e+03 -7.740428343590129771e+03
-7.740428343590128861e+03 2.197903388938932423e+01 -3.150000000000002243e-01 4.000000000000000000e+02 -7.699765835997906834e+03 -7.706073550284598241e+03
-7.706073550284598241e+03 3.216609252219334536e+01 -3.175000000000002265e-01 4.000000000000000000e+02 -7.628509355106037219e+03 -7.634819569392728226e+03
-7.634819569392728226e+03 5.592279895254525712e+01 -3.200000000000002287e-01 4.000000000000000000e+02 -7.530767520874414913e+03 -7.537080235161106430e+03
-7.537080235161106430e+03 4.796213801482130634e+01 -3.225000000000002309e-01 4.000000000000000000e+02 -7.503638608621844469e+03 -7.509953822908535585e+03
-7.509953822908533766e+03 4.567216742366156979e+01 -3.250000000000002331e-01 4.000000000000000000e+02 -7.483607284768460886e+03 -7.489924999055152512e+03
-7.489924999053149804e+03 3.810965417256586818e+01 -3.275000000000002354e-01 4.000000000000000000e+02 -7.416312834932179612e+03 -7.422633049218870838e+03
-7.422633049218870838e+03 4.020436016464163487e+01 -3.300000000000002376e-01 4.000000000000000000e+02 -7.410155241595365624e+03 -7.416477955882057358e+03
-7.416475835488825396e+03 1.496434848833995357e+00 -3.325000000000002398e-01 4.000000000000000000e+02 -7.405365002730315609e+03 -7.411690217017006944e+03
-7.411681902718224592e+03 3.032208236973875870e+00 -3.350000000000002420e-01 4.000000000000000000e+02 -7.400331040107197623e+03 -7.406658754393888557e+03
-7.406652192206003747e+03 3.261774826784278325e+00 -3.375000000000002442e-01 4.000000000000000000e+02 -7.375703854613504518e+03 -7.382034068900195962e+03
-7.382034068900175953e+03 1.321189555698839158e+01 -3.400000000000002465e-01 4.000000000000000000e+02 -7.373863521444763137e+03 -7.380196235731454180e+03
-7.380048538461774115e+03 1.097452421739807837e+00 -3.425000000000002487e-01 4.000000000000000000e+02 -7.361865775157426469e+03 -7.368200989444118022e+03
-7.368200982288069099e+03 5.188591719559368265e+00 -3.450000000000002509e-01 4.000000000000000000e+02 -7.285292750496816552e+03 -7.291630464783507705e+03
-7.291630464783507705e+03 4.083449627829308071e+01 -3.475000000000002531e-01 4.000000000000000000e+02 -7.252790592821114842e+03 -7.259130807107806504e+03
-7.259130807107806504e+03 4.536826928146140148e+01 -3.500000000000002554e-01 4.000000000000000000e+02 -7.247686301159662435e+03 -7.254029015446353696e+03
-7.254022948057203394e+03 3.225863041627766137e+01 -3.525000000000002576e-01 4.000000000000000000e+02 -7.216630083111376734e+03 -7.222975297398067596e+03
-7.222975297398067596e+03 3.838243681971452759e+01 -3.550000000000002598e-01 4.000000000000000000e+02 -7.144518591307562019e+03 -7.150866305594253390e+03
-7.150866305594253390e+03 3.292064664871178081e+01 -3.575000000000002620e-01 4.000000000000000000e+02 -7.117450212854379060e+03 -7.123800427141070031e+03
-7.123800427141068212e+03 4.146846167906670644e+01 -3.600000000000002642e-01 4.000000000000000000e+02 -7.097531909985064885e+03 -7.103884624271756365e+03
-7.103884624269514461e+03 4.014771928346459617e+01 -3.625000000000002665e-01 4.000000000000000000e+02 -7.049856970238271970e+03 -7.056212184524963050e+03
-7.056212184524963050e+03 5.490923445634464173e+01 -3.650000000000002687e-01 4.000000000000000000e+02 -6.988384549833917845e+03 -6.994742264120609434e+03
-6.994742264120609434e+03 7.415216395813656902e+01 -3.675000000000002709e-01 4.000000000000000000e+02 -6.965589150650317606e+03 -6.971949364937008795e+03
-6.971949364936882375e+03 4.017442877781640931e+01 -3.700000000000002731e-01 4.000000000000000000e+02 -6.939513908117392930e+03 -6.945876622404084628e+03
-6.945876622404080081e+03 1.496064961450244368e+01 -3.725000000000002753e-01 4.000000000000000000e+02 -6.905037229820903121e+03 -6.911402444107594420e+03
-6.911402444107594420e+03 1.410220453670476637e+01 -3.750000000000002776e-01 4.000000000000000000e+02 -6.904836750874452264e+03 -6.911204465161143162e+03
-6.910605415976619952e+03 9.460396359777822894e+00 -3.775000000000002798e-01 4.000000000000000000e+02 -6.894742143636011861e+03 -6.901112357922703268e+03
-6.901112282552288889e+03 5.054460948981343904e+00 -3.800000000000002820e-01 4.000000000000000000e+02 -6.891948609641741314e+03 -6.898321323928432321e+03
-6.898261770598091061e+03 4.758311783717665833e+00 -3.825000000000002842e-01 4.000000000000000000e+02 -6.880787903539887338e+03 -6.887163117826578855e+03
-6.887163102693995825e+03 8.351564071684714818e+00 -3.850000000000002864e-01 4.000000000000000000e+02 -6.870112111659443144e+03 -6.876489825946134260e+03
-6.876489802790868453e+03 8.377497151976720957e+00 -3.875000000000002887e-01 4.000000000000000000e+02 -6.857523861835523348e+03 -6.863904076122214974e+03
-6.863904072701730911e+03 7.816393756473088317e+00 -3.900000000000002909e-01 4.000000000000000000e+02 -6.832654989850333550e+03 -6.839037704137024775e+03
-6.839037704137009314e+03 1.725605110846609591e+01 -3.925000000000002931e-01 4.000000000000000000e+02 -6.768646542535874687e+03 -6.775031756822566422e+03
-6.775031756822566422e+03 3.088537981715600367e+01 -3.950000000000002953e-01 4.000000000000000000e+02 -6.746077809799115130e+03 -6.752465524085806464e+03
-6.752465524085648212e+03 1.055828749554871315e+01 -3.975000000000002975e-01 4.000000000000000000e+02 -6.680497534068858840e+03 -6.686887748355549775e+03
-6.686887748355549775e+03 3.782940717189620727e+01 -4.000000000000002998e-01 4.000000000000000000e+02 -6.650979291782264227e+03 -6.657372006068955670e+03
-6.657372006068955670e+03 3.289763875937528326e+01 -4.025000000000003020e-01 4.000000000000000000e+02 -6.632645744775615640e+03 -6.639040959062306683e+03
-6.639040959051369100e+03 3.249616401894182616e+01 -4.050000000000003042e-01 4.000000000000000000e+02 -6.619205244429863342e+03 -6.625602958716554895e+03
-6.625602957257907292e+03 3.706925572393430457e+01 -4.075000000000003064e-01 4.000000000000000000e+02 -6.616498207767246640e+03 -6.622898422053937793e+03
-6.622833663483139389e+03 3.767778807274405040e+01 -4.100000000000003086e-01 4.000000000000000000e+02 -6.595050486787094997e+03 -6.601453201073786659e+03
-6.601453201073268247e+03 2.488258736856848685e+01 -4.125000000000003109e-01 4.000000000000000000e+02 -6.582434263658490636e+03 -6.588839477945181898e+03
-6.588839474619130669e+03 9.254905632540012306e+00 -4.150000000000003131e-01 4.000000000000000000e+02 -6.582396230101454421e+03 -6.588803944388145283e+03
-6.588128404531713386e+03 6.514334596798730281e+00 -4.175000000000003153e-01 4.000000000000000000e+02 -6.566973648401539322e+03 -6.573383862688230693e+03
-6.573383862293294442e+03 1.108989281809874328e+01 -4.200000000000003175e-01 4.000000000000000000e+02 -6.566940043114220316e+03 -6.573352757400911287e+03
-6.572675041732126374e+03 8.778161690329588041e+00 -4.225000000000003197e-01 4.000000000000000000e+02 -6.563028644127804000e+03 -6.569443858414495480e+03
-6.569405108276096144e+03 8.227873821822523581e+00 -4.250000000000003220e-01 4.000000000000000000e+02 -6.551820973361496726e+03 -6.558238687648187806e+03
-6.558238673507124076e+03 6.151086763297176851e+00 -4.275000000000003242e-01 4.000000000000000000e+02 -6.540694443015790966e+03 -6.547114657302482556e+03
-6.547114642548885058e+03 4.989692380964753760e+00 -4.300000000000003264e-01 4.000000000000000000e+02 -6.507415370448868089e+03 -6.513838084735559278e+03
-6.513838084735559278e+03 1.744083751771275814e+01 -4.325000000000003286e-01 4.000000000000000000e+02 -6.505284837261829125e+03 -6.511710051548520823e+03
-6.511597552444198300e+03 1.539975220345339579e+01 -4.350000000000003308e-01 4.000000000000000000e+02 -6.477370903805699527e+03 -6.483798618092390825e+03
-6.483798618092389916e+03 1.836267891700089550e+01 -4.375000000000003331e-01 4.000000000000000000e+02 -6.466135070091820126e+03 -6.472565284378511024e+03
-6.472565271152700916e+03 1.602995228040999010e+01 -4.400000000000003353e-01 4.000000000000000000e+02 -6.449653164716954961e+03 -6.456085879003646369e+03
-6.456085878933969070e+03 1.084878360717021550e+01 -4.425000000000003375e-01 4.000000000000000000e+02 -6.436981835613050862e+03 -6.443417049899741869e+03
-6.443417046752017086e+03 1.505976070849268389e+01 -4.450000000000003397e-01 4.000000000000000000e+02 -6.412171512777794305e+03 -6.418609227064485822e+03
-6.418609227064468541e+03 1.615239203979201577e+01 -4.475000000000003419e-01 4.000000000000000000e+02 -6.409460276244592933e+03 -6.415900490531284049e+03
-6.415835994892104281e+03 1.612267574090627065e+01 -4.500000000000003442e-01 4.000000000000000000e+02 -6.404578975007103509e+03 -6.411021689293795134e+03
-6.411013609172375254e+03 1.626083684417225328e+01 -4.525000000000003464e-01 4.000000000000000000e+02 -6.393933364497886942e+03 -6.400378578784578167e+03
-6.400378554726564289e+03 6.054817255963907741e+00 -4.550000000000003486e-01 4.000000000000000000e+02 -6.375397621102554695e+03 -6.381845335389246429e+03
-6.381845335380310644e+03 1.370579821912249940e+01 -4.575000000000003508e-01 4.000000000000000000e+02 -6.352246491793634959e+03 -6.358696706080326294e+03
